developer,year,app_name,price
"Rainbow Studios,THQ Nordic",2016.0,MX vs. ATV Supercross Encore - 2015 KTM 450 SX-F MX,2.99
"Rainbow Studios,THQ Nordic",2016.0,MX vs. ATV Supercross Encore - KTM 450 SX ATV,2.99
"Rainbow Studios,THQ Nordic",2016.0,MX vs. ATV Supercross Encore - Supercross Track Pack 1,9.99
"Rainbow Studios,THQ Nordic",2016.0,MX vs. ATV Supercross Encore - Supercross Track Pack 2,9.99
"Rainbow Studios,THQ Nordic",2016.0,MX vs. ATV Supercross Encore - Supercross Track Pack 3,9.99
fragOut Studio,2016.0,Sniper Tactical,4.99
"Rainbow Studios,THQ Nordic",2016.0,MX vs. ATV Supercross Encore - Supercross Track Pack 4,9.99
Ludvig Larsson,2016.0,a Family of Grave Diggers,9.99
Old B1ood,2016.0,Feed and Grow: Fish,14.99
"Galactic Bits, Inc",2016.0,Dead TrailZ,9.99
Lazy Bear Games,2016.0,Punch Club,9.99
Blake Garner,2016.0,Chiptune Champion,9.99
"Pilgrim Adventures,GrabTheGames Studios",2016.0,Space Pilgrim Episode II: Epsilon Indi,1.99
Lazy Bear Games,2016.0,Punch Club OST and Artbook,4.99
Arc System Works,2016.0,GGXrd Character Unlock - ELPHELT VALENTINE,1.99
Arc System Works,2016.0,GGXrd Character Unlock - SIN KISKE,1.99
Arc System Works,2016.0,GGXrd Character Unlock - LEO WHITEFANG,1.99
pheenix93,2016.0,Wooden Floor 2 - Resurrection,1.99
UnitedIndie,2016.0,Ground Breakers,4.99
Faton,2013.0,Forbidden Planet,0.99
OrionSoft,2012.0,Elansar,1.99
"Sachonski,Renamilanesi,Sith",2016.0,Pixel Survivors,3.99
NighthoodGames,2016.0,Dark Night,3.99
XiNFiNiTY Games,2016.0,The Great Escape,3.99
Matthew Ritter,2016.0,Welcome to Boon Hill - OST,4.99
MAGIX Software GmbH,2016.0,Sound Forge Mac 2.0 - Steam Powered,99.99
OrionSoft,2014.0,Philia : the Sequel to Elansar,2.99
Choice Provisions,2016.0,Tharsis,14.99
Numinous Games,2016.0,"That Dragon, Cancer",9.99
Climax Studios,2016.0,Assassin’s Creed® Chronicles: India,9.99
Anti Crunch Studios,2016.0,Walk The Light - Soundtrack,2.99
FIVE-BN GAMES,2016.0,New York Mysteries: High Voltage,6.99
Zinertek,2016.0,FSX: Steam Edition - World Environment 2012 Add-On,12.99
Zinertek,2016.0,FSX: Steam Edition - HD Airport Graphics Add-On,12.99
Zinertek,2016.0,FSX: Steam Edition - Natural Tree Environment X Add-On,11.99
CBE Software s.r.o.,2016.0,"J.U.L.I.A.:Among the Stars - Soundtrack, Hintbook, Untold",4.99
Doomster Entertainment,2016.0,3DRPG,0.99
Ubisoft - San Francisco,2016.0,Rocksmith® 2014 – Thirty Seconds to Mars - “The Kill”,2.99
Ubisoft - San Francisco,2016.0,Rocksmith® 2014 – Thirty Seconds to Mars - “This Is War”,2.99
Ubisoft - San Francisco,2016.0,Rocksmith® 2014 – Thirty Seconds to Mars - “From Yesterday”,2.99
Ubisoft - San Francisco,2016.0,Rocksmith® 2014 – Thirty Seconds to Mars - “Closer to the Edge”,2.99
Ubisoft - San Francisco,2016.0,Rocksmith® 2014 – Thirty Seconds to Mars - “Kings and Queens”,2.99
Ubisoft - San Francisco,2016.0,Rocksmith® 2014 – Thirty Seconds to Mars Song Pack,11.99
David Mulder,2016.0,Eight Mini Racers,0.99
Ubisoft Montreal,2016.0,Tom Clancy's Rainbow Six® Siege - The Safari Bundle,4.99
Orangepixel,2016.0,Space Grunts,9.99
REL Games,2005.0,Deadhunt,4.99
Double Stallion Games,2016.0,Big Action Mega Fight!,1.99
ANPA.US,2016.0,Dinosaur Hunt - Medieval Knights Hunter Expansion Pack,0.99
N3V Games,2016.0,TANE DLC: BNSF Railway EMD SD70MAC Executive Patch,12.99
N3V Games,2016.0,TANE DLC: Amtrak P42DC - Phase V,14.99
N3V Games,2016.0,TANE DLC: BNSF GE Dash-9 44CW Warbonnet,12.99
N3V Games,2016.0,TANE DLC: Blue Comet,16.99
N3V Games,2016.0,TANE DLC: CSX EMD SD60,12.99
N3V Games,2016.0,TANE DLC: SNCF - AGC Languedoc,16.99
N3V Games,2015.0,TANE DLC: Chinese Electric SS4 Locomotive Pack,18.99
Plain Concepts Corp,2016.0,Boss Monster: Power-Up Pack,1.99
Sometimes You,2016.0,Energy Cycle,2.99
Sometimes You,2016.0,Energy Cycle Soundtrack,0.99
Sometimes You,2016.0,Energy Cycle Collector's Edition Content,0.99
Dream Within,2016.0,Endica VII The Dream King,4.99
"CRAZYDIAMOND CO., LTD.",2016.0,LoveBeat,0.0
"Pyramid,Chara-Ani",2016.0,DARIUSBURST Chronicle Saviours - Darius Odyssey Digital Guidebook,14.99
"Cyanide,Umix Studios",2016.0,Pro Basketball Manager 2016,14.99
DNZY Games,2016.0,Zombie Wars: Invasion,2.99
Frere d'Arme,2016.0,Wilson Chronicles,0.0
iEntertainment Network Inc,2016.0,WarBirds Dogfights 2016,19.99
Kyy Games,2016.0,Knights of Pen and Paper 2 - Here Be Dragons,4.99
ILLUSIONETWORK,2016.0,Tyler,2.99
Coffee Stain Studios,2016.0,Goat Simulator: PAYDAY,4.99
tequibo,2016.0,boxlife,2.99
Rainbow Games,2016.0,Rush for gold: Alaska,3.99
AppyArt Games,2016.0,BATTLE PIXELS,1.99
Black Golem,2016.0,Nordenfelt,5.99
FreezeNova,2016.0,Masked Shooters 2,0.99
Night School Studio,2016.0,Oxenfree,19.99
"Night School Studio,Scntfc",2016.0,Oxenfree - OST,9.99
Semen Rodin,2016.0,Pixel Z - Gun Day,0.99
Skyhook Games,2016.0,TS Marketplace: Renewable Energy Pack,4.99
RailRight,2016.0,Train Simulator: BR Class 40 '40145' Loco Add-On,19.99
16bit Nights,2016.0,"Kivi, Toilet and Shotgun",0.99
BRHP,2016.0,Stop Online - Battle of Words,4.99
Dovetail Games,2016.0,TS Marketplace: Class 375 Southeastern Livery Pack Add-On,4.99
Capcom,2016.0,Dragon's Dogma: Dark Arisen,29.99
Chondrite Games,2016.0,Sol 0: Mars Colonization,3.99
"Reflextions,nubbinownz",2016.0,Protoshift - Offical Soundtrack,1.99
Capcom,2016.0,Dragon's Dogma: Dark Arisen Masterworks Collection Soundtrack,12.99
Aduge Studio,2016.0,Qasir al-Wasat: International Edition,14.99
BANDAI NAMCO Studio Inc.,2016.0,Tales of Zestiria - Pre-order items,6.99
Alternative Dreams,2016.0,Zipple World,4.99
"Abstraction Games,WayForward",2016.0,A Boy and His Blob,9.99
"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",2016.0,Assassin's Creed® Syndicate - Streets of London Pack,6.99
Aratog LLC,2016.0,Astro Lords: Oort Cloud,0.0
SionoiS,2016.0,Codename: Rogue Fleet,0.0
"Workinman Interactive, LLC.",2016.0,Deathstate Soundtrack,3.99
Loiste Interactive,2016.0,INFRA,24.99
Loiste Interactive,2016.0,INFRA - Original Soundtrack,4.99
Aric Morrow,2016.0,Puzzle Sages,1.99
"SmiteWorks USA, LLC",2016.0,Fantasy Grounds - Call of Cthulhu: The House of R'lyeh,34.99
"SmiteWorks USA, LLC",2016.0,Fantasy Grounds - D&D Legacy of the Crystal Shard,19.99
"ColloseusX,cpmilan",2016.0,No Turning Back: The Pixel Art Action-Adventure Roguelike,2.99
Tin Man Games,2016.0,Catacombs of the Undercity,4.99
Tin Man Games,2016.0,House of Hell,4.99
Orihaus,2015.0,To Burn in Memory,0.0
Big Fish Studios,2016.0,Drawn™: Dark Flight,9.99
Mana Games,2016.0,The Fall of the Dungeon Guardians OST,0.0
dotBunny,2014.0,Cloney,0.0
"CAPCOM Co., Ltd.",2016.0,"Resident Evil 0 ""Shadow of Fear"" Rebecca T-shirt",0.99
Axolot Games,2016.0,Scrap Mechanic,19.99
3DDUO,2016.0,Marcus Level,4.99
XTeam Software Solutions srls,2016.0,Retaliation: Enemy Mine,4.99
Killer Lobster,2016.0,VIOLET: Space Mission,4.99
Shinypix,2016.0,Geek Resort,4.99
Cybernetik Design,2016.0,Six Sides of the World,4.99
Cybernetik Design,2016.0,Six Sides of the World - Soundtrack,2.99
Blackbird Interactive,2016.0,Homeworld: Deserts of Kharak,49.99
Gearbox Software,2016.0,Homeworld: Deserts of Kharak - Soundtrack,7.99
Whiskey Jack Games,2016.0,Crudelis,5.99
Whiskey Jack Games,2016.0,Crudelis - Original Soundtrack,1.99
Sven Co-op Team,1999.0,Sven Co-op,0.0
Black Carbon,2016.0,Dog Fight,8.99
The Game Creators,2016.0,GameGuru - Sci-Fi Mission to Mars Pack,19.99
"SmiteWorks USA, LLC",2016.0,Fantasy Grounds - 5E: The Baleful Coven,6.99
"SmiteWorks USA, LLC",2016.0,Fantasy Grounds - 5E: Road to Destiny,7.99
"SmiteWorks USA, LLC",2016.0,Fantasy Grounds - 5E: Beasts of Legend - Coldwood Codex,7.99
"SmiteWorks USA, LLC",2016.0,Fantasy Grounds - 5E: Legendary Planet Player's Guide,3.99
"SmiteWorks USA, LLC",2016.0,Fantasy Grounds - 5E: Legendary Planet,9.99
Petro Shoferystov,2016.0,Pills4Skills,2.99
Wayward Prophet,2016.0,World's Dawn,9.99
"Noah System,Mgame",2016.0,Knight Online,0.0
khos85,2016.0,Ultimate Rock Crawler,4.99
Paul Harrington,2016.0,C. Kane,0.99
New Bridge Games,2015.0,Incredible Dracula: Chasing Love Collector's Edition,9.99
"Duncan Perham,Steve Tierney",2016.0,Rescue From Goblin Deep,8.99
Michael Flynn,2016.0,Apocalypse Hotel - The Post-Apocalyptic Hotel Simulator!,6.99
4gency,2016.0,Habitat,14.99
Virtavia,2016.0,FSX: Steam Edition - Grumman F11F-1 Tiger Add-On,9.99
Ubisoft Montreal,2016.0,Tom Clancy's Rainbow Six® Siege - Emerald Weapon Skin,2.99
Virtavia,2016.0,FSX: Steam Edition - Northrop F-5E Tiger II Add-On,9.99
"Thekla, Inc.",2016.0,The Witness,39.99
Ubisoft - San Francisco,2016.0,Rocksmith® 2014 – 38 Special - “Caught Up In You”,2.99
Ubisoft - San Francisco,2016.0,Rocksmith® 2014 – 38 Special - “Rockin’ into the Night”,2.99
Ubisoft - San Francisco,2016.0,Rocksmith® 2014 – 38 Special - “Hold On Loosely”,2.99
Ubisoft - San Francisco,2016.0,Rocksmith® 2014 – 38 Special Song Pack,7.99
"Traveller's Tales,TT Games,Feral Interactive (Mac)",2016.0,LEGO® MARVEL's Avengers,19.99
"Travellers Tales,TT Games",2016.0,LEGO® MARVEL's Avengers - The Avengers Adventurer Character Pack,0.99
"Travellers Tales,TT Games",2016.0,LEGO® MARVEL's Avengers - The Thunderbolts Character Pack,1.99
Nolo,2015.0,Quicken Legal Business Pro,44.99
Individual Software,2010.0,Typing Instructor for Kids Platinum 5,19.99
Individual Software,2016.0,CV Maker for Windows,19.99
"SkyBox Labs,Forgotten Empires",2016.0,Age of Mythology EX: Tale of the Dragon,9.99
Blazing Badger,2016.0,AIPD - Artificial Intelligence Police Department,9.99
Blazing Badger,2016.0,AIPD - Soundtrack,4.99
Petite Games,2016.0,Midnight,2.99
Vantage Games,2016.0,Duplexer,2.99
Dima Kiva,2016.0,Arctic alive,1.99
Individual Software,2010.0,Typing Instructor Platinum 21,29.99
Americo Mateus Rodrigues,2016.0,Medieval Playground,4.99
Toyman Interactive,2016.0,MOAI 3: Trade Mission Collector's Edition,9.99
Madia Entertainment,2005.0,Operation: Matriarchy,5.99
Freshly Squeezed,2016.0,Defunct,9.99
Slightly Mad Studios,2016.0,Project CARS - Stanceworks Track Expansion,5.49
Christian Piano,2016.0,Perraw - FPS Clone War Alpha,0.99
Vicious Cycle Software,2016.0,Kung Fu Panda: Armored Mr. Ping and Jombie Oogway,0.99
Vicious Cycle Software,2016.0,"Kung Fu Panda: Jombie Monkey, Jombie Shifu, Jombie Crane",0.99
CyberLink,2016.0,CyberLink Power2Go 10 Platinum,49.99
Big Corporation,2016.0,Blood and Bacon,0.99
Wehrmann Studios,2016.0,Star Rogue,9.99
4 I Lab,2016.0,Time of Dragons,0.0
Dream Reactor,2016.0,Spellweaver,0.0
"Amaranth Games, LLC",2016.0,Aveyond 4: Shadow of the Mist,14.99
Chuck Productions,2016.0,Dead6hot,0.99
PikPok,2016.0,Breakneck - Soundtrack,2.99
Wise Dad Games,2016.0,Sydney's World,4.99
Amaranth Games,2016.0,Aveyond 4: Shadow of the Mist - Strategy Guide,4.99
Cardboard Robot Games,2016.0,Pocket Rumble,9.99
BANDAI NAMCO Entertainment Inc.,2016.0,Tales of Symphonia,19.99
Exe Create Inc.,2016.0,Asdivine Hearts,9.99
Morenori Soft,2016.0,Islet Online,24.99
Adham Jaber,2016.0,Horror in the Asylum,4.99
Claws of Lorek,2016.0,Crash Landing,9.99
Terrifying Jellyfish,2016.0,Feesh,0.99
Knut Mueller,2016.0,RHEM IV: The Golden Fragments SE,9.99
M. Hanka,2016.0,Hieroglyphika,9.99
22cans,2016.0,Godus Wars,14.99
Blot Interactive,2016.0,planktOs,4.99
FeelThere,2016.0,FSX: Steam Edition - Embraer ERJ 135LR & 145XR Add-On,24.99
FeelThere,2016.0,FSX: Steam Edition - Embraer ERJ 145LR Add-On,24.99
Small Room Games,2016.0,Infinitesimal Point,8.99
Clapfoot,2016.0,Fortified,14.99
Cheese and Bacon Games,2012.0,Hubert's Island Adventure: Mouse o' War,4.99
Ivan Zanotti's MyMadness Works,2016.0,IMSCARED,3.99
Mizar Games,2016.0,Nebula Online - (Game + OST),4.99
Aqualuft Games,2016.0,Queen At Arms,24.99
Big Fish Studios,2016.0,Mystery Case Files®: Escape from Ravenhearst™,9.99
N3V Games,2016.0,TANE DLC: Laaers Car Transporter,8.99
Funatics Software,2016.0,Valhalla Hills: Two-Horned Helmet Edition Upgrade,9.99
Funatics Software,2016.0,Valhalla Hills: Sand of the Damned DLC,4.99
Skyhook Games,2016.0,TS Marketplace: GWR 40t Coal Wagon Pack,4.99
CivilSavages,2016.0,Dispatcher - Soundtrack,0.0
Vae Victis Games,2016.0,Racecraft,19.99
YFC games,2016.0,Tap Tap Legions - Epic battles within 5 seconds!,0.0
Caravel Games,2016.0,DROD RPG: OST,2.99
Techland,2016.0,Dying Light: The Following,19.99
Realore,2016.0,Northern Tale,2.99
Harvester Games,2016.0,Downfall,10.99
2015,2004.0,Men of Valor,9.99
Soccer Manager Ltd,2016.0,Soccer Manager,0.0
ArgoFox,2016.0,Super Bomb Rush! - Official Soundtrack,2.99
Climax Studios,2016.0,Assassin’s Creed® Chronicles: Russia,9.99
Ubisoft - San Francisco,2016.0,Rocksmith® 2014 – Toto - “Rosanna”,2.99
Joe Richardson,2016.0,The Preposterous Awesomeness of Everything,6.99
Ubisoft - San Francisco,2016.0,Rocksmith® 2014 – Sixpence None The Richer - “Kiss Me”,2.99
Moving Player,2016.0,Level 22: Gary’s Misadventure - 2016 Edition,6.99
Fastline Simulation,2016.0,TS Marketplace: BDA 80t Bogie Bolster Wagon Pack,4.99
Fastline Simulation,2016.0,TS Marketplace: YLA Mullet Wagon Pack,4.99
Samuel Sprague,2016.0,Absence,5.99
Viva Media,2016.0,Dream Catcher Chronicles: Manitou,9.99
"Team NINJA,KOEI TECMO GAMES CO., LTD.",2016.0,Valentine's Day Set,23.99
N3V Games,2016.0,TANE DLC: Indiana Railroad EMD SD9043MAC,13.99
Vitaly Rekubratskiy,2016.0,Drawn Story,4.99
Dissident Logic,2016.0,Paperbound - Sammy the Samurai DLC,0.99
Enter Main Loop,2016.0,Project Graviton - Soundtrack,0.99
Skatanic Studios,2016.0,RPG Tycoon,9.99
Skatanic Studios,2016.0,RPG Tycoon Original Soundtrack,4.99
m4g,2016.0,LONE WOLF: Horizon,9.99
"Triple-Star Studio,Rock Path Collective",2016.0,SnakEscape,7.99
Caravel Games,2016.0,DROD RPG: Tendry's Tale,5.99
Raw Lion Workshop,2016.0,Mosaic Maze,4.99
Devoga,2016.0,Critical Annihilation,9.99
Calvin Weibel,2016.0,Doors,4.99
Glass Knuckle Games,2016.0,Defragmented,14.99
HexWar Games,2016.0,Nuts!: The Battle of the Bulge,9.99
Cyanide Tea,2016.0,Break Chance Memento,14.99
MouldyMattress,2016.0,Bubonic: Outbreak,4.99
"Funny Games Group,Catstudio",2016.0,Cat Simulator,4.99
Crematorium of Time,2016.0,Tactical Craft Online,0.0
Seaside Digital Arts,2016.0,Jumpix Jump,3.99
Miris Mind,2016.0,Side Quest,6.99
Rimlight Studios,2016.0,ZHEROS,9.99
Ripper Games,2016.0,Super Helmets on Fire DX Ultra Edition Plus Alpha,0.99
Green Lava Studios,2016.0,My Name is Mayo,0.99
Dovetail Games,2016.0,Train Simulator: Feather River Canyon Route Add-On,39.99
Harvester Games,2016.0,Downfall - Original Soundtrack,2.99
Enter Main Loop,2016.0,Project Graviton,1.99
Elite Games Ltd,2016.0,Control Craft 2,2.99
"Separate Game Development,Dagestan Technology",2016.0,Spakoyno: Back to the USSR 2.0,7.99
Marmoset LLC,2016.0,Marmoset Hexels 3,49.0
The Conjurer's Tower,2016.0,Arcane Units Pack,0.99
Freedomize Studio,2016.0,Cube Destroyer,2.99
Eric Hopton,2016.0,DarkMaus Soundtrack,2.99
Stegalosaurus Game Development,2016.0,Army of Tentacles: (Not) A Cthulhu Dating Sim,4.99
Stegalosaurus Game Development,2016.0,Army of Tentacles: OST,1.99
Guru Games,2016.0,Medusa's Labyrinth,0.0
Guru Games,2016.0,Medusa's Labyrinth - Collector's Edition,4.99
Date Nighto,2016.0,We Know the Devil,7.99
Bloober Team SA,2016.0,Layers of Fear,19.99
Storm Sharks,2016.0,BanHammer - Lunar New Year Pack,0.0
Tactichaos,2016.0,Worlds of Chaos: Invasion,14.99
"Q-Games, Ltd.",2016.0,Nom Nom Galaxy Original Soundtrack,7.99
Targem Games,2016.0,Dance Magic,9.99
Capcom,2016.0,Street Fighter V - Season 1 Character Pass,19.99
Capcom,2016.0,Street Fighter V,39.99
Capcom,2016.0,Street Fighter V Original Soundtrack,12.99
Perro Electrico,2016.0,Flip,4.99
Terminal Press,2016.0,Death Goat Soundtrack Vol. 2,6.99
Virtavia,2016.0,FSX: Steam Edition - Rutan 61 Long EZ Add-On,9.99
FlySimWare,2016.0,FSX: Steam Edition - Velocity XL RG Add-On,19.99
Galvanic Games,2016.0,Gurgamoth,4.99
Rob Howland,2016.0,Influent DLC - Dansk [Learn Danish],4.99
Vorobiov Vadym,2016.0,Find Out,0.99
"Collin, Kaleb, &amp; Jeya",2016.0,DARTHY,0.99
Incodra,2016.0,Dub Dash,4.99
Static Dreams,2016.0,EGO PROTOCOL,5.99
Monkeybin AS,2016.0,Hyspherical 2,3.99
"Kamil Szczepanik,Bartosz Zajkowski",2016.0,Story Of the Survivor,4.99
Sanzaru Games Inc.,2016.0,TRON RUN/r,19.99
Sleepy Duck,2016.0,Learn Japanese To Survive! Hiragana Battle,6.99
N3V Games,2016.0,TANE DLC: Chicago North Western GE Dash 9 44CW,12.99
Digital Crafter,2016.0,Lamia's Game Room,0.99
Christ Laurenz Sambrano,2016.0,Eclipsed,5.99
LabLike Sp. z o.o.,2016.0,Magic Flute,4.99
numlock,2016.0,Fill Up!,2.99
"Darjeeling,Nova Production",2016.0,Californium,9.99
VaragtP,2016.0,Loot Hero DX (Original Soundtrack),1.99
Zenisport,2016.0,String Theory,8.99
Silver Cow Studio,2016.0,Burokku Girls,8.99
"Signal Studios,Krome Studios",2016.0,Toy Soldiers: Complete,14.99
Zenisport,2016.0,String Theory Original Soundtrack,2.99
Walter Machado,2016.0,UBERMOSH:BLACK,0.99
Steven Colling,2016.0,Brushwood Buddies,2.99
Daybreak Game Company,2016.0,H1Z1,19.99
ESTsoft Corp.,2016.0,CABAL Online,0.0
Workyrie Game Studio,2016.0,Wanderjahr,9.99
Panzar Studio,2016.0,Panzar: King Pack,49.99
"Cyanide,Umix Studios",2016.0,Pro Basketball Manager 2016 - US Edition,9.99
Richard Seabrook,2016.0,Prospekt,9.99
Studio Namaapa,2016.0,Nusakana OST,6.99
Leikir Studio,2016.0,Wondershot,12.99
"Stormregion,THQ Nordic",2016.0,Codename Panzers Phase Two Soundtrack,1.99
Stardock Entertainment,2016.0,Galactic Civilizations III - Mercenaries Expansion Pack,9.99
GOGII Games,2016.0,The Emerald Maiden: Symphony of Dreams,9.99
Rooted Concepts,2016.0,Bonsai,0.99
Subaltern Games,2016.0,No Pineapple Left Behind,9.99
Subaltern Games,2016.0,No Pineapple Left Behind -  Soundtrack,0.99
Peaksel D.O.O. Nis,2016.0,Zeus vs Monsters - Math Game for kids,5.99
Ndemic Creations,2016.0,Plague Inc: Evolved,14.99
Red Winter Software,2016.0,Dungelot: Shattered Lands,9.99
"Spike Chunsoft Co., Ltd.,Abstraction Games",2016.0,Danganronpa: Trigger Happy Havoc,19.99
"BlauwPrint,3xBlast",2016.0,Super Flippin' Phones,2.99
Dovetail Games,2016.0,Train Simulator: BR Class 73 'Gatwick Express' Loco Add-On,19.99
David Capello,2016.0,Aseprite,14.99
Alawar,2016.0,Small Town Terrors: Galdor's Bluff Collector's Edition,14.99
neko.works,2016.0,Super Night Riders,7.99
"Skinny Jean Death Studios,Porcelain Labs",2016.0,Flobe,0.99
neko.works,2016.0,Super Night Riders - Soundtrack and Art,3.99
Rusty Moyher,2016.0,Astro Duel,9.99
Cake Collective Games,2016.0,Pointless,0.0
Intravenous Software,2016.0,NeonXSZ,14.99
Halissoni,2016.0,The Renegades of Orion 2.0,0.99
Nomad Games,2016.0,Talisman: The Horus Heresy,14.99
Nomad Games,2016.0,Talisman: The Horus Heresy Soundtrack,6.99
Nomad Games,2016.0,Talisman: The Horus Heresy - Heroes & Villains 1,3.99
Valve,2016.0,SteamVR Performance Test,0.0
Nomad Games,2016.0,Talisman: The Horus Heresy - Heroes & Villains 2,3.99
Red Dot Games,2016.0,Car Mechanic Simulator 2015 - Mercedes-Benz,5.99
"Spark Plug Games, LLC",2016.0,Plight of the Zombie,4.99
"CAVE Interactive CO.,LTD.",2016.0,Mushihimesama Special Arrange Album,4.99
Denver Productions,2016.0,OutDrive,2.99
Hammer Glass Studio,2016.0,Ruzar - The Life Stone - Challenge Map,3.99
"CAVE Interactive CO.,LTD.",2016.0,Mushihimesama Cave Festival ver1.5 -Arrange Album-,4.99
Tonguç Bodur,2016.0,Drizzlepath: Genie,7.99
Butterflyware,2016.0,ALONE IN SPACE,9.99
Burak Dabak,2016.0,Mesel,4.99
Union Workshop,2016.0,Train Simulator: Shanghai Maglev Route Add-On,19.99
Ubisoft - San Francisco,2016.0,Rocksmith® 2014 – My Chemical Romance - “Helena”,2.99
SUTD Game Lab,2016.0,One Upon Light,11.99
Ubisoft - San Francisco,2016.0,Rocksmith® 2014 – My Chemical Romance - “I’m Not Okay (I Promise)”,2.99
Ubisoft - San Francisco,2016.0,Rocksmith® 2014 – My Chemical Romance - “Famous Last Words”,2.99
Ubisoft - San Francisco,2016.0,Rocksmith® 2014 – My Chemical Romance - “Teenagers”,2.99
Ubisoft - San Francisco,2016.0,Rocksmith® 2014 – My Chemical Romance - “Dead!”,2.99
Ubisoft - San Francisco,2016.0,Rocksmith® 2014 – My Chemical Romance Song Pack II,11.99
FiolaSoft Studio,2016.0,BLACKHOLE: Original Soundtrack,3.99
CashcowGames,2016.0,ChaosTower,5.99
ClockStone,2016.0,Bridge Constructor Stunts,9.99
"Muzzy Lane Software,Factus Games",2016.0,Making History: The Great War - The Red Army,4.99
Ubisoft Montreal,2016.0,Tom Clancy's Rainbow Six® Siege - Platinum Weapon Skin,2.99
Netcore Games,2016.0,Tales of Maj'Eyal - Embers of Rage,6.99
Sneaky Mammoth,2016.0,Tic-Toc-Tower - Teslagrad DLC,0.99
Lionheart Creations,2016.0,FSX: Steam Edition - Rutan Q200 Add-On,19.99
FlySimWare,2016.0,FSX: Steam Edition - ERCO Ercoupe 415C Add-On,16.99
Aeroplane Heaven,2016.0,FSX: Steam Edition - Globe Swift GC1-A Add-On,19.99
GameUS Inc,2016.0,1943 Megami Strike,8.99
Radioactive-Software,2016.0,Just Death,14.99
The Molasses Flood,2016.0,The Flame in the Flood,14.99
Square Enix Montréal,2016.0,Hitman GO: Definitive Edition,7.99
Cliffhanger Productions,2016.0,Shadowrun Chronicles: Missions,6.99
